fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
EIRIN,Status,"Feltet er under utbygging, og etter planen skal produksjonen starte i 2025.",42002492,19.01.2024,28.05.2024
EIRIN,Reservoar,"Reservoarene inneholder gass i Skagerrakformasjonen av mellom- til sentrias alder og i Huginformasjonen av mellomjura alder. Reservoarene ligger på 3880-3950 meters dyp, og reservoaregenskapene er varierte.",42002492,19.01.2024,28.05.2024
EIRIN,Utvinning,Feltet skal produseres med trykkavlastning.,42002492,19.01.2024,28.05.2024
EKOFISK,Transport,"Olje og gass sendes til eksportrørledninger via prosessanlegget på Ekofisk J. Gass fra Ekofiskområdet transporteres via Norpipe gassrørledning til Emden i Tyskland, mens oljen sendes i Norpipe oljerørledning til Teesside i Storbritannia.",43506,28.02.2023,28.05.2024
EKOFISK,Utbygging,"Ekofisk ligger i den sørlige delen av norsk sektor i Nordsjøen. Vandybden er 70 meter. Ekofisk ble påvist i 1969, og opprinnelig plan for utbygging og drift (PUD) ble godkjent i 1972. Det ble satt i gang prøveproduksjon i 1971, før ordinær produksjon startet i 1972. Produksjonen ble sendt til tankskip fram til en lagringstank i betong ble installert i 1973. Siden den gang er feltet blitt utviklet med en rekke innretninger, inkludert anlegg for tilknyttede felt og eksportrørledninger. Flere av disse er fjernet eller venter på disponering. Den første feltutbyggingen begynte med tre produksjonsplattformer: Ekofisk A, Ekofisk B og Ekofisk C. Brønnhodeplattformen Ekofisk X og prosessplattformen Ekofisk J ble installert i henholdsvis 1996 og 1998, som en del av Ekofisk II-prosjektet. I 2005 ble brønnhodeplattformen Ekofisk M installert, som en del av Ekofisk Vekst-prosjektet. I 1983 godkjente myndighetene en plan for vanninjeksjon på Ekofisk. Ekofisk K, som er hovedinnretningen for vanninjeksjon, har vært i drift siden 1987. Fra 1989 til 2009 var det også vanninjeksjon fra Ekofisk W. Den ble nedstengt i 2009, og injeksjonen ble erstattet av en bunnramme, Ekofisk VA. I 2011 godkjente myndighetene PUD for Ekofisk Sør. Prosjektet omfattet to nye innretninger i den sørlige delen av feltet: Produksjonsplattformen Ekofisk Z og en havbunnsramme for vanninjeksjon, Ekofisk VB. Injeksjonen fra Ekofisk VB og produksjonen fra Ekofisk Z begynte i 2013. Boliginnretningene Ekofisk H og Ekofisk Q ble erstattet av Ekofisk L i 2014. I 2017 ble en endret PUD for en ekstra havbunnsramme for vanninjeksjon godkjent, Ekofisk VC.",43506,28.02.2023,28.05.2024
EKOFISK,Utvinning,"Ekofisk ble opprinnelig produsert med trykkavlastning, og hadde en forventet utvinningsgrad på 17 prosent. Senere har vanninjeksjon bidratt til en betydelig økning i oljeutvinningen. Omfattende vanninjeksjon begynte i 1987, og siden har området for vanninjeksjon blitt utvidet i flere faser. Erfaringer har vist at vannet fortrenger oljen langt mer effektivt enn ventet, og den endelige utvinningsgraden på Ekofisk er estimert til over 50 prosent. I tillegg til vanninjeksjon gir kompaksjon av det myke krittet ekstra trykk i dreneringen av feltet. Kompaksjonen har ført til at havbunnen har sunket med mer enn ti meter, spesielt i den sentrale delen av feltet. Det er ventet at innsynkingen vil fortsette, men med en lavere rate.",43506,28.02.2023,28.05.2024
EKOFISK,Status,"Produksjonen fra Ekofisk opprettholdes på et høyt nivå ved hjelp av kontinuerlig vanninjeksjon, boring av produksjons- og injeksjonsbrønner og brønnintervensjoner. Vanninjeksjon er utvidet i den sørlige delen av feltet. Hovedutfordringer er å identifisere gjenværende oljelommer i et modent og vannflømmet reservoar, samt håndtering av økende mengder produsert vann. Boring av tilleggsbrønner er forventet å fortsette gjennom feltets levetid. Alternative boremetoder, som boring med kveilerør, studeres for å få ned borekostnader. I 2022 ble utvinningstillatelsen 018, som inkluderer Ekofiskfeltet, forlenget til 2048.",43506,13.12.2023,28.05.2024
EKOFISK,Reservoar,"Ekofisk produserer olje fra naturlig oppsprukket kritt av senkritt alder i Torformasjonen og tidligpaleocen alder i Ekofiskformasjonen. Reservoarbergarten har høy porøsitet, men lav permeabilitet. Reservoaret har en oljekolonne på over 300 meter, og ligger på 3000 meters dyp.",43506,28.02.2023,28.05.2024
ELDFISK,Reservoar,"Eldfisk produserer olje fra kritt av senkritt og tidligpaleocen alder i Hod-, Tor- og Ekofiskformasjonene. Reservoarbergarten har høy porøsitet, men lav permeabilitet. Naturlig oppsprekking gjør at reservoarvæsker strømmer lettere. Feltet består av tre strukturer: Alpha, Bravo og Eldfisk Øst. Reservoarene ligger på 2700-2900 meters dyp.",43527,28.02.2023,28.05.2024
ELDFISK,Transport,"Olje og gass sendes til eksportrørledninger via Ekofisksenteret. Gass fra Ekofiskområdet transporteres via Norpipe gassrørledning til Emden i Tyskland, mens oljen sendes i Norpipe oljerørledning til Teesside i Storbritannia.",43527,28.02.2023,28.05.2024
ELDFISK,Status,"I 2022 ble utvinningstillatelsen 018, som inkluderer Eldfiskfeltet, forlenget til 2048. Boring av nye brønner fortsetter. Boremål modnes også i den østlige strukturen, Eldfisk Øst. Utbygging av Eldfisk Nord pågår, og oppstart av produksjon ventes tidlig i 2024.",43527,13.12.2023,28.05.2024
ELDFISK,Utvinning,"Eldfisk ble opprinnelig produsert med trykkavlastning. I 1999 startet vanninjeksjon gjennom horisontale brønner. Trykkfall og vannsvekkelseseffekt har forårsaket kompaksjon av reservoarene, som igjen har gjort at havbunnen har sunket flere meter. Eldfisk II-prosjektet utvider vannflømmingen på feltet.",43527,28.02.2023,28.05.2024
ELDFISK,Utbygging,"Eldfisk ligger i den sørlige delen av norsk sektor i Nordsjøen, ti kilometer sør for Ekofisk. Vanndybden er 70 meter. Eldfisk ble påvist i 1970, og plan for utbygging og drift (PUD) ble godkjent i 1975. Eldfisk ble opprinnelig bygd ut med tre innretninger: Eldfisk B (en kombinert bore-, brønnhode- og prosessinnretning), og Eldfisk A og Eldfisk FTP (brønnhode- og prosessinnretninger). Produksjonen startet i 1979. PUD for vanninjeksjon ble godkjent i 1997, og injeksjonsinnretningen Eldfisk E ble installert i 1999. Innretningen forsyner også Ekofisk K med noe vann til injisering på Ekofiskfeltet. PUD for Eldfisk II ble godkjent i 2011. Den omfattet en ny integrert innretning, Eldfisk S, som er forbundet med bro til Eldfisk E. Produksjonen fra Eldfisk S startet opp i 2015. Innretningen erstatter flere funksjoner på Eldfisk A og Eldfisk FTP. Eldfisk A er bygget om til brønnhodeplattform, og Eldfisk FTP brukes som brostøtte. Embla, som ligger sør for Eldfisk, er knyttet til Eldfisk S. Endret PUD for undervannsutbygging av den nordlige delen av feltet, Eldfisk Nord, ble godkjent i 2022.",43527,13.12.2023,28.05.2024
EMBLA,Reservoar,Embla produserer olje og gass fra segmentert sandstein og konglomerat av devon og perm alder. Reservoaret ligger på mer enn 4000 meters dyp og har høyt trykk og høy temperatur (HTHT). Reservoaret har en kompleks struktur med mange forkastninger.,43534,28.02.2023,28.05.2024
EMBLA,Utbygging,"Embla ligger i sørlig del av norsk sektor i Nordsjøen, like sør for Eldfisk-feltet. Vanndybden er 70 meter. Allerede i 1974 ble olje påvist i en brønn på Embla, men feltet ble ikke påvist før i 1988. Plan for utbygging og drift (PUD) ble godkjent i 1990. Feltet er bygd ut med en ubemannet brønnhodeinnretning som fjernstyres fra Eldfisk. Feltet begynte å produsere i 1993. Endret PUD for Embla ble godkjent i 1995.",43534,13.12.2023,28.05.2024
EMBLA,Status,"I 2022 ble utvinningstillatelsen 018, som inkluderer Emblafeltet, forlenget til 2048. Som en del av utbyggingsprosjektet Eldfisk II ble Embla knyttet til Eldfisk S-innretningen. Dette forlenger levetiden til feltet. På grunn av reservoarets kompleksitet er det er ingen andre planer enn å optimalisere eksisterende brønner. For tiden er det fire aktive produksjonsbrønner.",43534,13.12.2023,28.05.2024
EMBLA,Utvinning,Feltet produseres med trykkavlastning.,43534,28.02.2023,28.05.2024
EMBLA,Transport,"Olje og gass transporteres i rørledning til Eldfisk S-innretningen for behandling, og videre til Ekofisk-senteret for eksport. Gass fra Ekofiskområdet transporteres via Norpipe gassrørledning til Emden i Tyskland, mens oljen sendes i Norpipe oljerørledning til Teesside i Storbritannia.",43534,28.02.2023,28.05.2024
ENOCH,Utbygging,"Enoch ligger i den midtre delen av Nordsjøen på grensen til britisk sektor, ti kilometer nordvest for Gina Krog. Den norske delen av feltet utgjør 20 prosent. Enoch ble påvist i 1985, og plan for utbygging og drift (PUD) ble godkjent i 2005. Feltet er bygd ut med en horisontal enkelbrønn tilknyttet Braefeltet på britisk sokkel. Produksjonen startet i 2007.",3437659,28.02.2023,28.05.2024
ENOCH,Transport,Brønnstrømmen fra Enoch transporteres til Brae A-innretningen for behandling og videre transport i rørledning til Cruden Bay i Storbritannia. Gassen selges til Brae.,3437659,28.02.2023,28.05.2024
ENOCH,Status,Feltet er i sen halefase. Opphør av lønnsom produksjon ventes i slutten av 2024.,3437659,28.02.2023,28.05.2024
ENOCH,Utvinning,Feltet produseres med trykkavlastning.,3437659,28.02.2023,28.05.2024
ENOCH,Reservoar,Enoch produserer olje fra Forties sandstein av paleocen alder. Reservoaret er på 2100 meters dyp. Reservoarkvaliteten er varierende.,3437659,28.02.2023,28.05.2024
FENJA,Utvinning,Feltet produseres med trykkstøtte fra vann- og gassinjeksjon. Produsert gass reinjiseres i reservoaret. Den reinjiserte gassen skal produseres mot slutten av oljeproduksjonsperioden.,31164879,29.04.2023,28.05.2024
FENJA,Transport,Brønnstrømmen transporteres i rørledning til Njord A for prosessering. Oljen skal lagres på Njord B-innretningen og overføres til tankskip. Gassen skal eksporteres via Åsgard Transport System (ÅTS).,31164879,29.04.2023,28.05.2024
FENJA,Status,Mulig modning og utvikling av Bueområdet vurderes.,31164879,13.12.2023,28.05.2024
FENJA,Reservoar,"Reservoarene inneholder olje og gass i sandstein av senjura alder i Melkeformasjonen, og olje i øvre jura sandstein i Rognformasjonen. Reservoarene er i et viftesystem på 3200-3500 meters dyp, og de har variable egenskaper.",31164879,28.02.2023,28.05.2024
FENJA,Utbygging,"Fenja ligger i Norskehavet, 35 kilometer sørvest for Njord. Vanndybden er 325 meter. Feltet inkluderer også funnet 6406/12-3 A (Bue). Fenja ble påvist i 2014, og plan for utbygging og drift (PUD) ble godkjent 2018. Utbyggingsløsningen består av to havbunnsrammer med totalt seks brønner, knyttet til Njord A-innretningen. Produksjonen startet i april 2023.",31164879,13.12.2023,28.05.2024
FENRIS,Utbygging,"Fenris ligger i den sørlige delen av norsk sektor i Nordsjøen, 20 kilometer nord for Ekofisk og 50 kilometer nord for Valhall. Vanndybden er 70 meter. Fenris ble påvist i 2012 og plan for utbygging og drift (PUD) ble godkjent i juni 2023. Utbyggingskonseptet inkluderer en ubemannet brønnhodeinnretning tilknyttet Valhallfeltet.",42002478,09.12.2023,28.05.2024
FENRIS,Transport,Brønnstrømmen skal transporteres i rørledning til Valhallfeltsenter for prosessering og videre transport.,42002478,09.12.2023,28.05.2024
FENRIS,Status,Feltet er under utbygging. Utbygging av Fenris samordnes med videreutvikling av Valhallfeltet. Etter planen skal produksjonen starte i 2027.,42002478,12.08.2023,28.05.2024
FENRIS,Utvinning,Feltet skal produseres med trykkavlastning.,42002478,12.08.2023,28.05.2024
FENRIS,Reservoar,Reservoaret inneholder gass og kondensat i sandstein av jura alder i Ula- og Farsundformasjonene og har høyt trykk og høy temperatur (HTHT). Det ligger på om lag 5000 meters dyp og har varierende kvalitet.,42002478,09.12.2023,28.05.2024
FLYNDRE,Status,Flyndre ble stengt ned i juli 2023.,24635035,09.12.2023,28.05.2024
FLYNDRE,Utvinning,Feltet ble produsert med trykkavlastning. Bare Balmoral-reservoaret var omfattet av utbyggingen.,24635035,16.08.2023,28.05.2024
FLYNDRE,Transport,"Brønnstrømmen ble prosessert på Clyde. Væsker ble transportert til Fulmar-plattformen og videre til Teesside i Storbritannia via Norpipe. Gassen ble brukt delvis til havs til brensel og fakling på Clyde og Fulmar, mens resten ble transportert til terminalen Shell-Esso Gas and Liquids (SEGAL) i St. Fergus i Storbritannia.",24635035,16.08.2023,28.05.2024
FLYNDRE,Utbygging,"Flyndre ligger i den sørlige delen av norsk sektor i Nordsjøen, på grensen mellom norsk og britisk sektor. Den norske delen av feltet utgjør sju prosent. Flyndre ligger 35 kilometer nordvest for Ekofisk. Vanndybden er 70 meter. Flyndre ble påvist i 1974, og plan for utbygging og drift (PUD) ble godkjent i 2014. Feltet var bygd ut med en horisontal havbunnsbrønn knyttet til Clyde-plattformen på britisk sokkel. Produksjonen startet i 2017.",24635035,16.08.2023,28.05.2024
FLYNDRE,Reservoar,Flyndre produserte olje og assosiert gass fra Balmoral sandstein av paleocen alder. Reservoaret ligger på 3000 meters dyp og har moderat til god kvalitet. Det er også olje på 3100 meters dyp i kritt av senkritt alder med dårlig reservoarkvalitet.,24635035,16.08.2023,28.05.2024
FRAM,Status,En ekstra gassmodul for Fram på Troll C-innretningen kom i drift i 2020 og produksjonen blir optimalisert i forhold til tilgjengelig kapasitet på Troll C. Det letes aktivt i området.,1578840,28.02.2023,28.05.2024
FRAM,Reservoar,"Fram produserer olje og assosiert gass fra sandstein av mellomjura alder i Brentgruppen, og fra sandstein av senjura alder i et marint viftesystem i Draupneformasjonen og i grunnmarin Sognefjordformasjonen. Reservoarene har en gasskappe og ligger i flere isolerte, roterte forkastningsblokker på 2300-2500 meters dyp. Reservoaret i Fram Vest-forekomsten er komplekst. Reservoarene i Fram Øst-forekomsten har generelt gode egenskaper.",1578840,28.02.2023,28.05.2024
FRAM,Transport,"Brønnstrømmen fra Fram transporteres til Troll C-innretningen for behandling, og oljen transporteres videre gjennom Troll Oljerør II til terminalen på Mongstad. Gassen eksporteres via Troll A-innretningen til Kollsnesterminalen.",1578840,28.02.2023,28.05.2024
FRAM,Utvinning,"Fram Øst-forekomsten i Sognefjordformasjonen produseres med injeksjon av produsert vann som trykkstøtte, i tillegg til naturlig vanndriv fra vannsonen. Brent-reservoarene i Fram Øst produseres med trykkstøtte fra naturlig vanndriv. Gassløft blir brukt i brønnene. Oljeproduksjonen fra Fram er begrenset av gassprosesseringskapasiteten på Troll C-innretningen.",1578840,28.02.2023,28.05.2024
FRAM,Utbygging,"Fram ligger i den nordlige delen av Nordsjøen, 20 kilometer nord for Troll. Vanndybden er 350 meter. Fram ble påvist i 1990 og består av to hovedstrukturer, Fram Vest og Fram Øst, med flere forekomster. Plan for utbygging og drift (PUD) for Fram Vest ble godkjent i 2001 og for Fram Øst i 2005. Produksjonen startet i henholdsvis 2003 og 2006. Begge strukturene er bygd ut med to brønnrammer hver, knyttet til Troll C-innretningen. PUD-fritak for Fram C-Øst ble innvilget i 2016. Denne utbyggingen inkluderer en lang oljeproduksjonsbrønn boret fra B2-havbunnsrammen på Fram Øst. Et nytt PUD-fritak ble innvilget i 2018 for to brønner i Fram-Øst Brent-reservoaret boret fra en av de eksisterende bunnrammene på Fram Øst. Både Byrding og Fram H-Nord produserer via innretninger på Fram.",1578840,13.12.2023,28.05.2024
FRAM H-NORD,Utvinning,Feltet produseres med trykkavlastning. Gassløft brukes i brønnen.,23410947,13.12.2023,28.05.2024
FRAM H-NORD,Reservoar,Fram H-Nord produserer olje og gass fra turbidittsandstein av senjura alder i Heatherformasjonen. Reservoaret ligger på 2950 meters dyp og har god kvalitet.,23410947,28.02.2023,28.05.2024
FRAM H-NORD,Status,Fram H-Nord har hatt lavere produksjon enn forventet og produksjonen har vært innestengt i en periode på grunn av strømningsproblemer i brønnen (slugging). Produksjonen startet opp igjen i 2022. Kontinuerlig gassløft er nødvendig for å holde brønnen i produksjon.,23410947,13.12.2023,28.05.2024
FRAM H-NORD,Transport,"Brønnstrømmen sendes gjennom en brønnramme på Fram Vest og transporteres videre til Troll C-innretningen for prosessering. Oljen transporteres videre i Troll Oljerør II til terminalen på Mongstad, og gassen eksporteres via Troll A-innretningen til Kollsnesterminalen.",23410947,28.02.2023,28.05.2024
